iter	Logloss
391	0.3602360075
392	0.3602131041
393	0.3601617345
394	0.3601308409
395	0.3600888266
396	0.3600570207
397	0.360006176
398	0.359919034
399	0.3598527573
400	0.3597967082
401	0.3597659932
402	0.3597275861
403	0.3597028531
404	0.3596707819
405	0.359650645
406	0.3596153807
407	0.3595689173
408	0.3595620938
409	0.3595388791
410	0.3595236205
411	0.3594955134
412	0.3594817297
413	0.3594554845
414	0.3594291156
415	0.3594092567
416	0.3593706178
417	0.3593492579
418	0.3593197668
419	0.3592878316
420	0.3592682595
421	0.3592180621
422	0.3591811346
423	0.3591551853
424	0.3590713491
425	0.3590351368
426	0.3590214339
427	0.3589970941
428	0.3589555523
429	0.3589166527
430	0.3588822019
431	0.3588454635
432	0.3588334937
433	0.3588140963
434	0.3587930228
435	0.3587639928
436	0.358733027
437	0.3586892019
438	0.3586690769
439	0.3586310827
440	0.35859878
441	0.3585448022
442	0.3584989843
443	0.358482393
444	0.3584588528
445	0.358437594
446	0.3584115286
447	0.3583706189
448	0.3583388442
449	0.3583096861
450	0.3582574997
451	0.3582285763
452	0.3581899186
453	0.3581620228
454	0.3581306563
455	0.3581024488
456	0.3580727508
457	0.3580341869
458	0.3580071436
459	0.3578775873
460	0.3578204438
461	0.3577792085
462	0.3577401997
463	0.3576990456
464	0.3576733267
465	0.357638911
466	0.3575910128
467	0.357548048
468	0.3575104614
469	0.3574797145
470	0.3574602999
471	0.3574449194
472	0.357413277
473	0.3573627383
474	0.3572477012
475	0.3572251761
476	0.3571899382
477	0.3571699733
478	0.357139348
479	0.3570949565
480	0.3570738831
481	0.3570169892
482	0.3570050917
483	0.3569889868
484	0.3569526934
485	0.3569413392
486	0.3569057487
487	0.3568707749
488	0.3568213869
489	0.3568021688
490	0.3567709256
491	0.3567392458
492	0.3567011786
493	0.3566912261
494	0.3566583775
495	0.35663527
496	0.3566049366
497	0.356590538
498	0.3565776092
499	0.3565528686
500	0.3565331326
501	0.3565034258
502	0.3564675684
503	0.3564467136
504	0.3564139554
505	0.3563939109
506	0.3563146501
507	0.356297726
508	0.3562099127
509	0.3561945627
510	0.3561698544
511	0.3561282834
512	0.3560947751
513	0.3560606916
514	0.3560323237
515	0.3560014014
516	0.3559774975
517	0.3559667392
518	0.3559562605
519	0.3559324835
520	0.3559178201
521	0.3558809162
522	0.3558461109
523	0.3558253554
524	0.3557956384
525	0.3557785743
526	0.3557265637
527	0.3556959149
528	0.3556791335
529	0.3556583737
530	0.3555788796
531	0.355542094
532	0.3555131098
533	0.3554901597
534	0.3554456498
535	0.3554250545
536	0.3554024798
537	0.3553898694
538	0.3553549078
539	0.355338526
540	0.3553263542
541	0.3553161364
542	0.3552993506
543	0.3552655274
544	0.3551987241
545	0.3551787092
546	0.3551670318
547	0.3551421708
548	0.3550490002
549	0.3550070596
550	0.3549806702
551	0.3549512697
552	0.3549267708
553	0.3548977059
554	0.3548626896
555	0.3548303181
556	0.3548098721
557	0.3547985838
558	0.3547744293
559	0.3546951444
560	0.3546835975
561	0.354656677
562	0.3546314934
563	0.3546127748
564	0.3545894544
565	0.3545806426
566	0.3545308668
567	0.3544912592
568	0.3544664351
569	0.3544404155
570	0.354412528
571	0.3543806112
572	0.3543517015
573	0.3543279044
574	0.3543064045
575	0.3542833483
576	0.3542193366
577	0.3542003672
578	0.3541797484
579	0.354136684
580	0.3540969736
581	0.3540671102
582	0.3540535413
583	0.3540333584
584	0.3540090267
585	0.3539625806
586	0.3539224315
587	0.3539114081
588	0.3538856106
589	0.3538521831
590	0.3538398472
591	0.3538161199
592	0.3537881558
593	0.3537763821
594	0.353725937
595	0.3537070372
596	0.3536719925
597	0.3536527736
598	0.3536426806
599	0.3536285058
600	0.3536025813
601	0.3535600543
602	0.3535508419
603	0.3535366427
604	0.353502453
605	0.3534451076
606	0.353413536
607	0.3533932822
608	0.3533801433
609	0.353358192
610	0.3533318836
611	0.3532796977
612	0.3532646783
613	0.3532274524
614	0.3531976606
615	0.353169969
616	0.3531364491
617	0.3530922971
618	0.3530611913
619	0.3530529552
620	0.3530278581
621	0.3530166613
622	0.3530089935
623	0.3529940384
624	0.3529521244
625	0.3529369706
626	0.3529226418
627	0.3529188893
628	0.3528703707
629	0.3528505423
630	0.3528376496
631	0.3528243081
632	0.3527922036
633	0.3527743794
634	0.3527658182
635	0.3527283825
636	0.3526848457
637	0.3526760857
638	0.3526241789
639	0.352615336
640	0.3525733447
641	0.3525386718
642	0.3525288758
643	0.3524959554
644	0.3524749223
645	0.3524464834
646	0.3523763329
647	0.352353016
648	0.3523344436
649	0.3523112387
650	0.3522837291
651	0.3522578326
652	0.3522227611
653	0.3521907178
654	0.3521650058
655	0.3521436122
656	0.3521356258
657	0.3521163526
658	0.3521064223
659	0.3520801988
660	0.3520451324
661	0.3520069537
662	0.3519967237
663	0.3519721091
664	0.3519488015
665	0.3519326636
666	0.3519148903
667	0.3518902043
668	0.3518397446
669	0.3518243279
670	0.3518006684
671	0.3517678716
672	0.3517386031
673	0.3517150021
674	0.3516793616
675	0.3516531176
676	0.3516385571
677	0.3516249928
678	0.3516122615
679	0.3516018317
680	0.3515784344
681	0.3515328753
682	0.3515128731
683	0.3514730283
684	0.3514499042
685	0.3514244554
686	0.3514148632
687	0.351386284
688	0.351352811
689	0.3513196376
690	0.3512906179
691	0.3512761492
692	0.3512427018
693	0.3512186814
694	0.351194469
695	0.3511623715
696	0.351126631
697	0.3511002851
698	0.3510770744
699	0.3510476435
700	0.3510081444
701	0.350985904
702	0.3509753065
703	0.3509666323
704	0.3509264639
705	0.3508954005
706	0.3508717445
707	0.3508443268
708	0.3508250921
709	0.3508099172
710	0.3507570171
711	0.3507355948
712	0.3507098036
713	0.3506799172
714	0.3506646246
715	0.3506538394
716	0.350639164
717	0.3505905409
718	0.3505745881
719	0.3505533505
720	0.3505104656
721	0.3504775953
722	0.3504634267
723	0.3504483784
724	0.3504263711
725	0.3504019624
726	0.3503726313
727	0.3503603696
728	0.3503235712
729	0.3503207782
730	0.3502993359
731	0.3502759122
732	0.350254978
733	0.3502321952
734	0.3502039121
735	0.350191431
736	0.3501772451
737	0.3501620066
738	0.3501471489
739	0.3501063335
740	0.3500809206
741	0.3500699897
742	0.3500617159
743	0.3500438292
744	0.3500061
745	0.3499847533
746	0.3499644263
747	0.3499413916
748	0.349923407
749	0.3498938685
750	0.3498778235
751	0.3498723342
752	0.3498585009
753	0.3498452924
754	0.3498294799
755	0.3498013427
756	0.3497532274
757	0.3497015863
758	0.3496912078
759	0.3496584538
760	0.349641303
761	0.3496031891
762	0.3495748531
763	0.3495639517
764	0.3495331927
765	0.3495118092
766	0.349465304
767	0.3494463879
768	0.3494126852
769	0.3493785418
770	0.3493542087
771	0.3492795601
772	0.349258255
773	0.3492300998
774	0.3492015278
775	0.3491833967
776	0.3491585711
777	0.3491191717
778	0.3490978863
779	0.3490683969
780	0.3490381808
781	0.3489965661
782	0.34897172
783	0.3489464505
784	0.3489103954
785	0.3488874161
786	0.3488622876
787	0.348834984
788	0.3488048958
789	0.3487714313
790	0.3487519104
791	0.3487274838
792	0.3486860082
793	0.3486622612
794	0.3486217334
795	0.3486029528
796	0.3485723734
797	0.3485518165
798	0.3485184847
799	0.3484953224
800	0.3484575196
801	0.3484323606
802	0.348412992
803	0.3483991189
804	0.3483676126
805	0.3483526311
806	0.348328274
807	0.3483057221
808	0.3482763595
809	0.348251452
810	0.3482239528
811	0.3481882655
812	0.3481650995
813	0.3481309365
814	0.3481002043
815	0.3480804018
816	0.3480691525
817	0.3480576124
818	0.3480330186
819	0.3480173642
820	0.3479993138
821	0.347973904
822	0.347934139
823	0.3479166859
824	0.3478943356
825	0.3478600314
826	0.3478211381
827	0.347790997
828	0.3477736118
829	0.3477410035
830	0.3477182458
831	0.3476749389
832	0.3476381524
833	0.3476021067
834	0.3475989281
835	0.3475869955
836	0.3475687354
837	0.3475463913
838	0.3475177262
839	0.3474891585
840	0.3474815032
841	0.3474514611
842	0.3474285671
843	0.347407018
844	0.347382187
845	0.347366322
846	0.3473471008
847	0.3473178496
848	0.3473021107
849	0.3472847522
850	0.3472604659
851	0.3472444617
852	0.3472181743
853	0.3472050039
854	0.3471704811
855	0.3471577474
856	0.3471391921
857	0.3471102939
858	0.3470739167
859	0.3470599047
860	0.347027503
861	0.3470007965
862	0.3469808294
863	0.3469670787
864	0.3469388698
865	0.3469282952
866	0.3469045012
867	0.3468634938
868	0.3468523595
869	0.3468320204
870	0.3468038486
871	0.3467883501
872	0.34678302
873	0.3467535387
874	0.3467191275
875	0.34670209
876	0.3466913909
877	0.346657968
878	0.3466278532
879	0.346602661
880	0.3465939587
881	0.3465808873
882	0.3465520413
883	0.3465223336
884	0.3465118825
885	0.3464991411
886	0.3464722037
887	0.3464579081
888	0.3464372094
889	0.3464288416
890	0.3464103315
891	0.3463888975
892	0.3463608575
893	0.3463515997
894	0.3463402349
895	0.3463188968
896	0.346310065
897	0.3462921885
898	0.346263678
899	0.346241979
900	0.3462351987
901	0.3462147091
902	0.3461842911
903	0.3461346058
904	0.3461053254
905	0.3460846263
906	0.3460684737
907	0.3460453182
908	0.3460377239
909	0.3460103418
910	0.3459800448
911	0.3459758859
912	0.3459566809
913	0.3459359641
914	0.3459242174
915	0.3458856905
916	0.3458683986
917	0.3458377218
918	0.3458045782
919	0.3457855629
920	0.3457606019
921	0.3457386106
922	0.3457234484
923	0.3457117786
924	0.3456924325
925	0.3456872352
926	0.3456684701
927	0.3456434638
928	0.3456321993
929	0.3456010211
930	0.3455743201
931	0.3455515099
932	0.3455274487
933	0.345501626
934	0.3454843272
935	0.3454564407
936	0.3454379331
937	0.3454062036
938	0.3453874983
939	0.3453787416
940	0.3453545572
941	0.345347468
942	0.3453142226
943	0.3452768035
944	0.3452704382
945	0.3452382106
946	0.3452118091
947	0.3451900783
948	0.3451649387
949	0.3451398656
950	0.3451148797
951	0.3450911441
952	0.3450576314
953	0.3450342259
954	0.3450033991
955	0.3449926578
956	0.3449765352
957	0.3449464402
958	0.3449195105
959	0.3449146474
960	0.3448887698
961	0.3448770521
962	0.3448460536
963	0.3448197472
964	0.3448099682
965	0.3447742299
966	0.3447439387
967	0.3447116938
968	0.344706178
969	0.3446911417
970	0.3446471902
971	0.3446322275
972	0.3446118998
973	0.3445845855
974	0.3445759091
975	0.3445453288
976	0.3445360878
977	0.3445069597
978	0.3445009748
979	0.3444859934
980	0.3444692412
981	0.3444609735
982	0.3444330193
983	0.3443943929
984	0.3443791171
985	0.3443531321
986	0.3443198122
987	0.3443011581
988	0.3442723355
989	0.3442546657
990	0.3442239576
991	0.3441940247
992	0.344186544
993	0.3441703787
994	0.3441549994
995	0.3441377137
996	0.3441234578
997	0.3440964215
998	0.3440761542
999	0.3440552462
